Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Annual Income_nan,Years in current job_nan,Bankruptcies_nan,Credit Score_nan,Term_Long Term,Term_Short Term,Credit Default
Home Mortgage,0.3256832143903501,< 1 year,-0.11095342154390785,0.3807741234762923,-0.47113226448182266,-0.012934062878560589,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35730909071063816,-0.3395537851201834,0.662549560256898,3.9603605916167477,0,0,0,0,1,0,1
Rent,-0.45882674927452666,2 years,-0.11095342154390785,-0.4341227023397134,-1.4936451169402611,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,take a trip,Short Term,-0.36984173289159733,-0.8199782262088714,-0.5989830945260247,-0.2481170803684198,0,0,0,0,0,1,0
Rent,-0.4566537966824613,< 1 year,-0.11095342154390785,2.0105677751083038,-1.2806216060114197,-0.6158562996357334,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36380213781439913,-0.050474203546848215,0.1456104564525299,4.335931231655087,0,0,0,0,1,0,1
Home Mortgage,2.213781475750431,10+ years,-0.11095342154390785,0.1770499170222909,2.0709482992690176,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,business loan,Short Term,-0.3576984530130819,0.947077503917134,0.34509109358969,-0.22168803532868483,0,0,0,0,0,1,1
Home Mortgage,1.521770153106883,10+ years,-0.11095342154390785,-0.23039849588571198,0.579783722767128,-0.0565730060190499,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35822150785831164,0.29389872231005504,2.6670826041412816,-0.23351155547803995,0,0,0,0,0,1,0
Home Mortgage,-0.1795776485510338,6 years,-0.11095342154390785,-0.23039849588571198,1.0626370142058355,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3615300537238557,-0.5735791287636093,-0.3587510535853086,4.141190899783355,0,0,0,0,0,1,1
Rent,-0.4208494641995658,7 years,-0.11095342154390785,-0.026674289431710546,-0.6557526406201519,-1.0798387397617608,3.6705373322392743,5.428562985100957,debt consolidation,Short Term,-0.36593019230987933,-0.7937363038948321,-0.5225951750506347,-0.248812581553676,0,0,0,0,0,1,0
Home Mortgage,-0.02803889789756529,9 years,-0.11095342154390785,-0.23039849588571198,-0.32911659052926173,0.7942364232165725,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3578314564190494,0.0983695016056755,-0.39774159426155054,-0.2230790376991972,0,0,0,0,0,1,0
Home Mortgage,0.6570584846803204,1 year,-0.11095342154390785,-0.23039849588571198,-1.1812106342446274,-0.6420996503215947,1.6647792271904904,2.545731972691612,debt consolidation,Long Term,-0.3615624431543245,-0.3812180672452071,0.027381075047151288,-0.27176412066713007,0,0,0,0,1,0,1
Home Mortgage,0.4468500140410866,10+ years,-0.11095342154390785,-1.0452953217017178,1.6591028448065912,-0.8790396165139422,-0.3409788778582933,-0.3370990397177327,buy a car,Short Term,-0.3677274611324869,-0.48301759731538696,0.5345096557136263,-0.2230790376991972,0,0,0,0,0,1,0
Rent,2.0637242836824616,10+ years,-0.11095342154390785,-0.026674289431710546,1.5880950078303107,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35525339558109886,1.8887381012134015,2.638405690353594,-0.22794754599599049,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,9 years,-0.11095342154390785,0.5844983299302937,-0.44272912969131056,-0.408608810219389,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3549722277591572,-0.10797928160175899,1.2330692135066825,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,-0.4412455873932704,10+ years,-0.11095342154390785,-0.026674289431710546,0.579783722767128,0.24949944398005214,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.6107744174962109,-0.09034520260756614,-0.25576759340623784,0,1,0,0,0,1,0
Rent,-0.40875006908465633,3 years,-0.11095342154390785,-0.4341227023397134,-0.1871009165767008,-0.9714911919301334,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3662733824454846,-0.4537868455806143,-0.45450846746115425,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.3266223381618217,10+ years,-0.11095342154390785,0.3807741234762923,-0.04508524262413988,0.8363007653159102,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35869149916851806,0.6619431771791668,0.4919973887827562,-0.27245962185238626,0,0,0,0,1,0,1
Home Mortgage,-0.31805399100901843,10+ years,-0.11095342154390785,-1.2490195281557193,0.8780166380675061,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36369601074435254,-0.5809914257270281,0.04742137444848851,-0.23698906140432088,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,7 years,-0.11095342154390785,0.5844983299302937,-0.513736966667591,-0.16911948996041495,-0.3409788778582933,-0.3370990397177327,other,Long Term,-0.35833039147563217,-0.22520117148292323,0.532664941961202,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,-0.7048889376828392,4 years,-0.11095342154390785,-0.026674289431710546,-0.2013024839719571,-0.916155212483946,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.370037447748047,-0.7274440673429651,-0.4629773805972842,-0.23212055310752758,0,0,0,0,0,1,0
Rent,-0.5896977576602824,10+ years,-0.11095342154390785,-0.8415711152477163,-0.38592286011028615,-0.5368263235703112,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36479311655937985,-0.5690958846325092,-1.2734775229124542,-0.27315512303764244,0,0,0,0,1,0,0
Rent,-0.6946414907998036,6 years,-0.11095342154390785,0.3807741234762923,-0.24390718615772497,-0.668717906017254,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36812509307675245,-0.47686060870867614,-0.6035110282819754,-0.2529855886652131,0,0,0,0,0,1,1
Home Mortgage,-0.6613558079122567,3 years,-0.11095342154390785,-0.6378469087937149,-0.35751972531977383,-1.113655171645542,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.37089128826614925,-0.6219981653794905,-0.2791768103557311,-0.2265565436254781,0,0,0,0,0,1,1
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,-1.656467941063722,-1.152807499454115,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,buy a car,Short Term,-0.36891691128119114,-0.8933241001936691,-1.2324745672335675,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.7116547218899518,3 years,-0.11095342154390785,-0.6378469087937149,-0.9255824211300175,-0.5452241957897868,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3650398275403973,-0.7336608325380906,-0.5425516238268617,4.287246148687154,0,0,0,0,0,1,1
Rent,1.3103023576699748,7 years,-0.11095342154390785,-0.6378469087937149,-0.04508524262413988,-0.7182053673105924,-0.3409788778582933,-0.3370990397177327,major purchase,Short Term,-0.3657551515579842,-0.2033229401231547,1.091110105195118,-0.23072955073701523,0,0,0,0,0,1,1
Rent,-0.40875006908465633,9 years,-0.11095342154390785,-0.026674289431710546,-0.5989463710391275,-0.8566952779299803,-0.3409788778582933,-0.3370990397177327,take a trip,Short Term,-0.36844967651825866,-0.322517457422003,0.1383154520679427,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.8880095788505307,10+ years,-0.11095342154390785,-0.4341227023397134,-1.2380169038256517,0.3629456999449324,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.365877128774856,0.4593005424534418,-0.4107384411536311,4.370706290917896,0,0,0,0,0,1,1
Rent,1.4256170009079898,10+ years,-0.11095342154390785,-0.4341227023397134,0.46617118360507964,-0.12480571780228922,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35741177209659236,0.020600160078192223,0.31104773979494976,-0.23698906140432088,0,0,0,0,1,0,1
Home Mortgage,-0.15160088392819207,8 years,-0.11095342154390785,1.8068435686543023,-0.6131479384343835,-0.41663177742906654,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3621509659973103,-0.29286826956832757,1.1805787221876989,-0.22933854836650286,0,0,0,0,0,1,0
Home Mortgage,-0.5655236600735551,4 years,-0.11095342154390785,0.1770499170222909,-1.3374278755924442,-1.0267521903743613,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3581512159028262,-0.4075795427360758,-0.17738215147195124,-0.2662001111850806,0,0,0,0,1,0,1
Home Mortgage,0.02142046621501373,3 years,-0.11095342154390785,-0.026674289431710546,-0.47113226448182266,0.12653060076630218,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35512452699604224,0.14708742116363005,0.29989560665529347,-0.23907556496008942,0,0,0,0,0,1,0
Home Mortgage,-0.1795776485510338,6 years,-0.11095342154390785,-0.23039849588571198,1.0626370142058355,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3615300537238557,-0.5735791287636093,-0.3587510535853086,4.141190899783355,0,0,0,0,0,1,1
Home Mortgage,-0.984063960477057,< 1 year,-0.11095342154390785,0.5844983299302937,-1.6782654930785905,-0.5017352146532167,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3675531095174103,-0.3215610320073683,-0.8657119330015632,-0.2362935602190647,0,0,0,0,0,1,0
Rent,-0.8379082060175687,2 years,-0.11095342154390785,-1.0452953217017178,-0.9255824211300175,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,business loan,Short Term,-0.3660673305367577,-0.7157876326021048,-1.348943085511632,-0.2898471514837908,0,0,0,0,0,1,0
Home Mortgage,-0.6796036711569875,6 years,-0.11095342154390785,-0.23039849588571198,-0.6841557754106641,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3650191534358428,-0.616857378775829,-1.0874129857929258,-0.22586104244022193,0,0,0,0,0,1,0
Home Mortgage,0.580091516163641,< 1 year,-0.11095342154390785,0.1770499170222909,-0.1586977817861887,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35518379276243195,0.5825000911760729,1.0638586520343036,-0.2397710661453456,0,0,0,0,1,0,1
Rent,-0.40875006908465633,7 years,-0.11095342154390785,-1.0452953217017178,-0.07348837741465196,1.1977841757631593,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3621144417459306,0.7818550135389912,0.044402751944521396,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,0.24009851343468414,8 years,-0.11095342154390785,1.1956709492922981,-0.41432599490079824,-0.9556702005166571,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36505223200313003,-0.4319086142208457,-0.016724353760812646,-0.248812581553676,0,0,0,0,0,1,0
Rent,-0.8953432938487513,4 years,-0.11095342154390785,0.5844983299302937,0.6223884249528964,-1.0794638347519627,1.6647792271904904,2.545731972691612,other,Short Term,-0.36514940029453635,-0.6529026615898739,-0.15516173581774886,-0.2662001111850806,0,0,0,0,0,1,1
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,0.9919467428382966,0.3951633466287992,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3553457399147758,1.4349142419692407,0.9121728712099563,-0.2265565436254781,1,0,0,1,1,0,1
Own Home,0.5592015401081034,6 years,-0.11095342154390785,-0.026674289431710546,-0.7125589102011761,-0.2463499219788067,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.363629853609778,-0.17110335896764856,1.1834296434414455,4.245516077571783,0,0,0,0,0,1,1
Home Mortgage,1.126366859280259,10+ years,-0.11095342154390785,-0.4341227023397134,2.6390109950792615,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.37109527276442067,-0.45946562148000775,-1.1269066302198287,-0.2961066621510965,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-0.6378469087937149,0.09693043132842104,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,home improvements,Long Term,-0.35742073087523263,-0.16213687070544833,-0.06292604819653153,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,-0.16616954335226677,3 years,-0.11095342154390785,-0.4341227023397134,1.9005294905259447,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,buy a car,Short Term,-0.3693648502132061,0.3628809053405821,-0.5605795082255542,-0.22029703295817246,0,0,0,0,0,1,0
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-0.8415711152477163,-0.840373016758481,-0.9757651090418309,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3672147433395344,-0.5569612371843314,-0.5527814000903059,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.40875006908465633,2 years,-0.11095342154390785,-1.2490195281557193,-0.1871009165767008,-0.4504482093128478,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35440024419981503,-0.10726196254078296,-0.45861714809155396,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.620094401306106,5 years,-0.11095342154390785,-1.0452953217017178,-0.8971792863395054,-0.42083071353880436,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36355887251747415,-0.3950264591689955,-1.2458906672511991,-0.23003404955175905,0,0,0,0,0,1,0
Home Mortgage,0.13868582825726924,2 years,-0.11095342154390785,-0.4341227023397134,-1.5078466843355176,-1.1513706156312227,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3656152567838319,-0.5690958846325092,-0.5978930363995921,-0.22933854836650286,0,0,0,0,0,1,0
Rent,0.2964471249698341,10+ years,-0.11095342154390785,-1.0452953217017178,-0.826171449363225,-1.1591686398350214,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3671210207322205,-0.495451127705638,-0.3734249129795932,-0.23003404955175905,0,0,0,0,0,1,0
Home Mortgage,-0.48509972152404446,10+ years,-0.11095342154390785,0.7882225363842952,0.3241555096525187,0.47699180392548957,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3594812499625013,0.31069594365457676,-0.36478829859324285,-0.27385062422289863,0,0,0,0,1,0,0
Rent,-0.40875006908465633,2 years,-0.11095342154390785,-0.026674289431710546,-0.6131479384343835,-0.6627194258604857,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3696060480996757,-0.7081362292850273,-0.5937843557691925,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,2.0105677751083038,0.46617118360507964,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.34797404336744703,5.789280048447328,2.2825436373859156,-0.2265565436254781,1,0,0,1,1,0,0
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,0.9919467428382966,0.3383570770477745,0.21868225217465503,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3589878280004664,0.2775797136728506,0.6285062064621578,-0.2265565436254781,1,1,0,1,1,0,1
Rent,-0.061472736643662144,1 year,-0.11095342154390785,-1.2490195281557193,-1.0107918255015542,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36648288003830387,-0.7120217075319807,-0.6058588457850609,-0.22099253414342865,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,9 years,-0.11095342154390785,0.3807741234762923,-0.7551636123869445,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3696970141597156,-0.48271871437331365,-0.7212373059366928,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.10263537267744609,8 years,-0.11095342154390785,0.1770499170222909,0.02592259435214058,-1.074665050626548,-0.3409788778582933,-0.3370990397177327,home improvements,Long Term,-0.362207475216426,-0.5823662872605655,1.1671626221700673,-0.256463094591494,0,0,0,0,1,0,1
Rent,2.6933126045903135,2 years,-0.11095342154390785,2.4180161880163067,-0.22970561876246917,1.44169737513775,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36042261085655114,0.30447917845945127,1.5835648264673083,-0.2230790376991972,0,0,0,0,0,1,0
Rent,0.7090118057451562,2 years,-0.11095342154390785,-0.6378469087937149,0.2815508074667503,-0.9255278377288965,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3607437486139649,-0.3919778531598474,0.3947306636549269,-0.2585495981472626,0,0,0,0,1,0,0
Rent,-1.119750034265685,9 years,-0.11095342154390785,-1.656467941063722,-0.41432599490079824,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3649564419853607,-0.8449648401662027,-1.4713649981725205,-0.2648091088145682,0,0,0,0,0,1,1
Rent,0.0283344062806763,2 years,-0.11095342154390785,-1.8601921475177234,-1.2522184712209077,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,moving,Short Term,-0.36853719689420616,-0.8686363691784112,-1.4179521499773247,-0.25020358392418834,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,0.1770499170222909,-0.8119698819679689,0.539151054550001,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35564069047308716,0.7672097493773975,0.9316262162355221,-0.2265565436254781,1,0,0,1,1,0,0
Rent,-0.18698544147852944,10+ years,-0.11095342154390785,-1.4527437346097205,-0.7267604775964324,-0.3410509274537861,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35402328636010405,0.08139295049590974,-0.45224450058317894,-0.2272520448107343,0,0,0,0,0,1,1
Home Mortgage,0.9224303199863048,1 year,-0.11095342154390785,1.603119362200301,0.23894610528098198,-0.21298337610678308,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36043088049837296,0.11193878717580516,0.665484332135755,-0.24394407325688272,0,0,0,0,1,0,0
Rent,0.8502043389432226,1 year,-0.11095342154390785,-0.6378469087937149,-0.059286810019396174,-0.49011315934947813,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,2.76051988315993,-0.12758600260177014,-0.8395505379671816,-0.23351155547803995,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,0.1770499170222909,-0.24390718615772497,1.3323000932786881,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3582986911819819,1.0475021724537765,0.5794535907726922,-0.2265565436254781,1,0,0,1,1,0,1
Own Home,0.1921454005506959,6 years,-0.11095342154390785,-0.8415711152477163,-0.7409620449916885,-1.1590186778311022,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3636105577788605,-0.6965395711325816,0.7754963522803342,-0.22168803532868483,0,0,0,0,0,1,0
Own Home,-0.40875006908465633,10+ years,-0.11095342154390785,-1.4527437346097205,-1.436838847359237,-1.1629176899330016,1.6647792271904904,2.545731972691612,home improvements,Short Term,-0.3639826916608421,-0.7970240162576389,-0.23213660966891025,-0.2265565436254781,1,1,0,1,0,1,1
Home Mortgage,0.0679167131565945,10+ years,-0.11095342154390785,-0.6378469087937149,-0.07348837741465196,0.2659202834092053,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36153418854476665,-0.10038765487309613,-0.5739956082431859,-0.22447004006970958,0,0,0,0,0,1,0
Home Mortgage,-0.0851776740116481,1 year,-0.11095342154390785,2.0105677751083038,-1.0675980950825785,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36716099066769264,-0.6190093359587571,0.5502735732343434,-0.22864304718124667,0,0,0,0,0,1,0
Rent,-0.9108008884241255,5 years,-0.11095342154390785,-0.23039849588571198,-0.5705432362486152,-0.4476739122403425,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.365609743689284,-0.22346765041889785,-0.023851656895179443,-0.29332465741007174,0,0,0,0,0,1,1
Home Mortgage,1.4456674270984113,6 years,-0.11095342154390785,-0.4341227023397134,-1.1102027972683468,-0.7251786004928356,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3524506761403224,-0.47183937528184405,1.2607399197930478,4.217696030161536,0,0,0,0,0,1,1
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-0.4341227023397134,-0.2013024839719571,-0.060921904132706914,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3610242272990881,-0.06768986101027265,-0.0184013662630166,-0.2265565436254781,1,0,0,1,1,0,0
Home Mortgage,0.9624077091516894,10+ years,-0.11095342154390785,0.3807741234762923,0.45196961620982334,1.4133545563970198,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36212960275593725,1.256720231905115,0.5439009257259685,-0.2703731182966177,0,0,0,0,1,0,1
Rent,-0.40875006908465633,4 years,-0.11095342154390785,-1.2490195281557193,-0.38592286011028615,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3662196297736428,-0.6643199899770755,-0.4322042011818417,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.42423235630312217,10+ years,-0.11095342154390785,-0.4341227023397134,0.5371790205813601,-0.3320532072186337,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3610242272990881,-0.336385625934206,-0.023516254394738652,-0.24116206851585797,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,1.603119362200301,1.4886840360635183,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36381660968758733,0.19341427718499785,-0.734904957829655,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.8240556332431519,< 1 year,-0.11095342154390785,-0.026674289431710546,-0.8971792863395054,-0.5937369040576503,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3681492128653994,-0.4233007854891335,-0.9498979606122017,4.259426101276906,0,0,0,0,0,1,1
Home Mortgage,-0.6467377632019986,10+ years,-0.11095342154390785,-0.4341227023397134,-1.2380169038256517,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3651294153268003,-0.5124276788154037,-0.3213536747861605,4.141190899783355,0,0,0,0,0,1,1
Rent,-0.3523520722633231,1 year,-0.11095342154390785,1.8068435686543023,-1.1812106342446274,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,buy a car,Short Term,-0.366477366943756,-0.4751270876446508,-0.23339436904556324,-0.2481170803684198,0,0,0,0,0,1,1
Home Mortgage,-0.4609750092235004,10+ years,-0.11095342154390785,-0.23039849588571198,0.16793826830470152,-0.7972353433760146,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.3598196161403772,-0.3271800313183471,-0.009680901251556049,-0.23907556496008942,0,0,0,0,0,1,0
Rent,-0.06688042548073395,2 years,-0.11095342154390785,-1.2490195281557193,-1.3516294429877003,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3692483860908822,-0.9055783008186762,-1.1170961070819356,-0.23420705666329614,0,0,0,0,0,1,0
Rent,-1.064463206383476,1 year,-0.11095342154390785,-1.8601921475177234,-1.6356607908928222,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36922219889177976,-0.7581094571996898,-1.4249117518614711,-0.25924509933251877,0,0,0,0,0,1,0
Rent,-0.7330879360935058,2 years,-0.11095342154390785,-0.23039849588571198,-0.7267604775964324,0.06654579919861926,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3663712398737094,-0.20248606788534934,-0.5587347944731299,-0.26759111355559295,0,0,0,0,1,0,0
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-0.026674289431710546,-0.5705432362486152,-0.7732414227489415,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3667502651238759,-0.42055106242205875,-0.21511493277154015,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.40875006908465633,4 years,-0.11095342154390785,2.4180161880163067,-0.8119698819679689,0.20053684970043095,-0.3409788778582933,-0.3370990397177327,buy house,Short Term,-0.36564351139338974,-0.390782321391554,-0.20924538901382633,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.2520999413112158,2 years,-0.11095342154390785,0.1770499170222909,-0.25810875355298124,-0.8024840135131869,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3595060588879668,-0.19154695220546505,0.6274161483357252,-0.2529855886652131,0,0,0,0,1,0,1
Home Mortgage,-0.40875006908465633,3 years,-0.11095342154390785,0.3807741234762923,1.304063659925189,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35532162012612883,2.633255509918093,-1.075170794526837,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,0.7667432052934388,1 year,-0.11095342154390785,-1.4527437346097205,1.6875059795971032,-0.7915367872270848,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3657179381697861,-0.06236974464136718,-0.5195765525466676,-0.22864304718124667,0,0,0,0,0,1,0
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,-0.6378469087937149,-0.27231032094823754,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3555104436143936,1.7930357831615178,2.3819066281414996,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,1.0176204591046234,10+ years,-0.11095342154390785,-0.6378469087937149,-0.6415510732248957,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36510460640133485,-0.8741955919009754,0.9197194274698741,-0.23907556496008942,0,0,0,0,0,1,0
Own Home,-0.40875006908465633,2 years,-0.11095342154390785,-0.8415711152477163,-0.5847448036438715,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3638572687598779,-0.7022781236203898,-0.4152663749095818,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-1.0452953217017178,1.9005294905259447,-0.48981323534163973,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3581050437359877,-0.5756713093581226,-0.8439107704729119,-0.2265565436254781,1,0,0,1,0,1,0
Own Home,-0.6405646024290856,10+ years,-0.11095342154390785,-0.23039849588571198,2.9230423429843833,-0.8969600759822874,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3694668424623418,-0.229923521967682,-0.3361113848055553,-0.22864304718124667,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,3 years,-0.11095342154390785,0.7882225363842952,0.9632260424390429,-0.5984607071811053,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35941302541747133,-0.34003199782750076,1.851132171193949,-0.2265565436254781,1,0,0,1,0,1,0
Rent,3.031478351730488,9 years,-0.11095342154390785,-0.026674289431710546,-0.27231032094823754,-0.08101681265788069,-0.3409788778582933,-0.3370990397177327,other,Short Term,2.76051988315993,-0.10696307959870963,1.8506290674432877,-0.23698906140432088,0,0,0,0,0,1,0
Own Home,0.8497104860813895,10+ years,-0.11095342154390785,0.1770499170222909,-0.22970561876246917,0.6231297767447571,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3578631567126997,0.0493526991056476,0.7526889822503605,-0.21960153177291628,0,0,0,0,0,1,0
Rent,-0.6066616034642474,10+ years,-0.11095342154390785,0.5844983299302937,2.2981733775931152,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3601483344027943,-0.0859814970651611,-0.45643703183868883,-0.2272520448107343,0,1,0,0,1,0,1
